"idade","sexo","est_civil","raca","escola","lingua_estr","nota_CN","nota_CH","nota_LC","nota_MT","nota_RD","ESC_pai","ESC_mae","renda_fam"
18,"F","solteiro","branco","não espondeu",0,536.4,534.2,550,751.8,520,"não sabe","não","G"
22,"F","solteiro","negro","não espondeu",1,438.7,439.9,419.8,578.8,440,"não sabe","não","B"
16,"F","solteiro","pardo","não espondeu",1,476.2,525.4,532.7,444,540,"não","sim","D"
22,"F","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"sim","não","P"
19,"F","solteiro","ND","não espondeu",0,NA,589.4,600.3,NA,640,"sim","sim","N"
23,"M","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","C"
29,"M","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","E"
18,"M","solteiro","pardo","pública",1,400.9,390.4,501.7,469,580,"não","não","C"
18,"M","NI","pardo","não espondeu",1,560.4,639.8,626.8,692.6,820,"sim","sim","C"
18,"M","solteiro","branco","não espondeu",0,609.6,611.2,612.5,681.3,700,"não","não","H"
21,"M","solteiro","pardo","não espondeu",0,524.3,496.2,554.6,517.8,580,"não","não","C"
29,"M","casado","branco","não espondeu",0,NA,543.7,562.8,NA,600,"não","não","D"
16,"M","solteiro","pardo","não espondeu",0,618.9,566.8,571.7,622.8,580,"sim","sim","E"
18,"F","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"sim","sim","M"
17,"M","solteiro","branco","não espondeu",0,467.7,340.9,498.4,523.4,500,"sim","sim","K"
17,"F","solteiro","pardo","não espondeu",0,606.1,569.9,573.6,651.9,760,"sim","sim","J"
17,"M","divorciado","branco","privada",0,491.5,559.8,533.4,684.3,580,"não","não","J"
21,"M","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"sim","não","F"
19,"M","solteiro","branco","pública",0,542.6,498.5,581.2,473.1,280,"não","não","C"
33,"F","casado","pardo","pública",1,473.9,541.3,525.2,492,580,"não sabe","não","F"
16,"F","solteiro","pardo","não espondeu",0,549.1,552.5,569.4,636.3,800,"sim","não","F"
18,"M","solteiro","pardo","não espondeu",1,520.5,499.5,531.4,557.9,380,"sim","não","I"
17,"F","solteiro","pardo","pública",1,417.6,472.4,487.7,407.6,680,"não","não","E"
65,"M","NI","branco","não espondeu",0,622.9,646.9,583.5,624,560,"não","não","M"
47,"M","casado","pardo","não espondeu",0,640.8,688.9,623.3,632.6,620,"sim","sim","D"
16,"F","solteiro","pardo","não espondeu",0,629.9,587,556.9,682.1,720,"não","sim","Q"
17,"M","solteiro","pardo","pública",0,548.8,555.3,475.5,624.3,580,"não","sim","I"
32,"F","solteiro","negro","não espondeu",1,NA,NA,NA,NA,NA,"não","não","E"
18,"F","solteiro","branco","privada",0,557.3,523,575.6,560.2,840,"sim","sim","J"
19,"M","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"sim","não","F"
17,"M","solteiro","indigena","pública",0,NA,NA,NA,NA,NA,"não","não","D"
17,"F","solteiro","pardo","não espondeu",1,570.2,584.8,603.1,775.6,600,"sim","não","L"
17,"F","solteiro","branco","não espondeu",0,647.4,661.3,641.8,681.5,860,"sim","sim","O"
17,"F","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"sim","sim","N"
23,"M","solteiro","negro","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
20,"M","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
16,"M","solteiro","branco","não espondeu",1,507,557.2,546,531.5,680,"não","sim","K"
21,"F","solteiro","pardo","não espondeu",0,530.1,547.8,551.3,533,440,"não","não","D"
18,"F","solteiro","pardo","pública",0,NA,NA,NA,NA,NA,"não","não","B"
16,"M","solteiro","pardo","não espondeu",0,577.3,685.2,602.8,691,660,"sim","sim","Q"
20,"M","solteiro","amarelo","não espondeu",1,382.5,595.5,577.4,413.7,580,"não","não","D"
15,"F","solteiro","negro","não espondeu",1,444.7,572,551.2,510.6,720,"não","sim","I"
15,"F","solteiro","negro","não espondeu",1,471.3,539.2,549.1,539.2,460,"sim","sim","C"
18,"F","solteiro","pardo","pública",0,394.1,387.5,492.2,534.9,280,"não","sim","G"
18,"M","solteiro","pardo","não espondeu",1,550.6,597.4,518.1,726.1,680,"não","não","E"
16,"F","solteiro","branco","não espondeu",0,584.7,532.7,582.1,707.3,680,"não","não","H"
18,"F","solteiro","pardo","pública",0,436.6,497.7,493.2,556.6,600,"não sabe","não","C"
25,"F","solteiro","pardo","não espondeu",0,518.2,539.6,553.7,661.3,440,"não","não","D"
23,"M","solteiro","branco","não espondeu",0,692.5,690,581.6,849,920,"não","não","J"
17,"F","solteiro","negro","não espondeu",1,NA,NA,NA,NA,NA,"não sabe","não sabe","F"
18,"F","solteiro","pardo","privada",1,579.6,577.7,558,640.5,740,"sim","sim","H"
18,"F","solteiro","branco","privada",0,489.4,580.9,577,656.5,580,"sim","sim","N"
31,"M","solteiro","pardo","não espondeu",0,603.8,634.5,594,704.5,580,"não","não","F"
29,"M","solteiro","branco","não espondeu",1,596.6,641,572,721.5,580,"não","não","H"
21,"F","solteiro","negro","não espondeu",1,543.2,494.5,576.4,587.8,700,"não sabe","não","D"
19,"M","solteiro","branco","não espondeu",0,507.1,564.6,602.4,647.7,740,"não","não","B"
25,"F","solteiro","negro","não espondeu",0,581.4,660.1,638.7,651.9,860,"não","não","J"
17,"F","solteiro","branco","não espondeu",0,454.6,529.4,551.1,445,740,"não","sim","N"
18,"M","solteiro","pardo","pública",1,373.1,396.3,459.7,710.8,480,"não","sim","E"
16,"F","solteiro","pardo","não espondeu",0,402.9,399.4,492.9,450.3,0,"não","não","B"
19,"M","solteiro","ND","não espondeu",0,368.3,553.1,536.9,624.7,540,"não","não","E"
24,"F","solteiro","branco","não espondeu",1,392.2,502.1,526.6,539,600,"não","não","B"
37,"F","solteiro","branco","não espondeu",1,NA,NA,NA,NA,NA,"não","não","D"
22,"M","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não sabe","não","E"
20,"M","solteiro","branco","não espondeu",0,603.5,626.7,602.2,801.8,800,"não","sim","N"
19,"M","solteiro","branco","não espondeu",0,646.2,698,630.3,862,940,"não","não","G"
17,"F","solteiro","pardo","não espondeu",0,483.9,514.5,522.5,462.4,340,"não sabe","não","I"
16,"F","solteiro","branco","não espondeu",0,523.1,590.3,572.2,563.4,580,"sim","sim","Q"
16,"F","solteiro","amarelo","não espondeu",0,557.9,573.7,556.2,663.5,620,"sim","sim","E"
19,"F","solteiro","negro","pública",0,450,423.8,432.3,456.1,340,"não","não","E"
19,"M","solteiro","branco","não espondeu",0,519.6,570.9,434,637.2,380,"sim","sim","N"
16,"M","solteiro","negro","não espondeu",1,376.4,541.4,526.6,552.1,320,"não","sim","I"
28,"M","solteiro","pardo","não espondeu",0,533.1,626.4,583.3,631.6,620,"não","não","G"
15,"F","solteiro","ND","não espondeu",1,506.3,581.5,549.2,638.5,820,"sim","não","G"
17,"F","solteiro","branco","pública",1,NA,557.3,555.2,NA,580,"não","não","D"
15,"M","solteiro","pardo","não espondeu",0,567.9,637.7,647.9,808.4,880,"não","não","H"
52,"F","casado","branco","não espondeu",1,480.7,521,511,541.2,580,"não","não","F"
25,"M","casado","pardo","não espondeu",0,445.5,442.2,506.5,630.5,460,"não","não","E"
22,"F","solteiro","ND","pública",0,NA,490.3,506.1,NA,440,"não","não","D"
32,"F","divorciado","branco","não espondeu",0,518.9,573.5,607.2,678.8,800,"sim","sim","G"
23,"F","solteiro","pardo","não espondeu",1,443.8,558.5,540.4,471.5,640,"não","sim","B"
24,"F","solteiro","negro","não espondeu",1,457.2,474.9,520.5,573.9,780,"não","não","E"
29,"F","casado","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","B"
17,"F","solteiro","pardo","pública",1,410.9,407.3,512.9,398.9,480,"não","não","B"
17,"F","solteiro","branco","não espondeu",0,554.2,616.9,652,679.1,560,"sim","sim","H"
18,"M","solteiro","branco","pública",0,495,487.9,560.9,555.7,480,"sim","sim","G"
21,"M","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"sim","não","G"
21,"M","solteiro","branco","não espondeu",0,559.1,591,585.9,763.3,760,"sim","não","O"
21,"M","NI","amarelo","não espondeu",0,NA,730.7,498.9,NA,0,"sim","sim","K"
23,"M","solteiro","negro","não espondeu",0,435.6,505,541.9,421.3,400,"não","não","G"
17,"F","solteiro","branco","privada",0,511.3,511.7,592.2,517.2,960,"não","não","E"
31,"F","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"não","não","C"
15,"M","solteiro","pardo","não espondeu",0,630.1,652.1,615.4,710,740,"não","não","H"
18,"M","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"não","sim","I"
18,"F","solteiro","pardo","pública",0,464.9,556.6,577.2,557.9,600,"sim","não","E"
17,"F","NI","branco","não espondeu",0,578.5,610.3,574.5,687.5,720,"sim","sim","K"
31,"F","casado","branco","não espondeu",0,NA,NA,NA,NA,NA,"não","não","E"
18,"F","solteiro","branco","privada",0,600.8,520.2,558.2,665,820,"sim","sim","O"
16,"F","solteiro","amarelo","não espondeu",0,349,472.2,498.2,508.5,520,"não","não","D"
17,"F","NI","pardo","não espondeu",1,NA,432.3,412.5,NA,520,"não","não","I"
33,"M","solteiro","branco","não espondeu",1,NA,NA,NA,NA,NA,"não","não","B"
25,"F","solteiro","pardo","não espondeu",1,478.2,540.1,521.5,521.9,540,"não","não","E"
18,"F","solteiro","branco","privada",0,578.9,642.2,599.9,706.9,820,"sim","sim","M"
18,"M","solteiro","negro","não espondeu",0,NA,NA,NA,NA,NA,"não","não","E"
22,"F","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","E"
18,"F","solteiro","ND","pública",1,552.4,580.3,577,535.5,840,"sim","não","J"
22,"M","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","D"
18,"M","solteiro","branco","pública",0,520.8,574.6,601.1,622.3,760,"não","não","G"
16,"F","solteiro","pardo","não espondeu",0,578.8,623.9,599.2,719,660,"sim","sim","J"
17,"F","solteiro","negro","pública",0,575,543,529.4,625.4,680,"sim","sim","K"
18,"M","solteiro","branco","privada",0,676,689.7,619.9,797.9,840,"sim","não","Q"
20,"F","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","C"
21,"F","solteiro","branco","não espondeu",0,NA,536.6,492.4,NA,500,"não","não","E"
40,"M","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","D"
19,"F","solteiro","negro","não espondeu",1,438.8,451.4,546.7,404.2,600,"não","não","D"
18,"M","solteiro","pardo","privada",0,572.3,570,564.6,706.1,800,"não","não","I"
18,"F","solteiro","branco","pública",0,444.4,532,559.5,460.6,500,"não","não","B"
15,"M","solteiro","branco","não espondeu",0,423.5,353.3,494.7,696.4,640,"sim","sim","M"
19,"F","solteiro","branco","pública",1,449.8,540.2,539.2,509.9,800,"não","não","E"
43,"F","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","G"
19,"F","solteiro","branco","não espondeu",0,608.5,654.1,574.3,687.8,860,"não","não","H"
21,"F","solteiro","negro","não espondeu",0,601.2,602.9,565,628.9,800,"não","não","E"
24,"F","solteiro","pardo","não espondeu",1,509.1,509.2,572.6,471.2,640,"não sabe","não","C"
51,"M","casado","ND","não espondeu",0,NA,NA,NA,NA,NA,"não","não","N"
20,"M","solteiro","branco","não espondeu",0,577.2,604.2,549.4,532.4,760,"não","não","E"
18,"M","solteiro","pardo","pública",0,581.6,652,602.7,691.2,620,"não","não","D"
16,"F","solteiro","pardo","não espondeu",0,547.8,535.9,506.1,533.3,660,"não","não","H"
22,"M","solteiro","branco","não espondeu",0,502.3,572.9,526.6,659.1,600,"não","sim","I"
17,"F","solteiro","pardo","pública",1,456.1,514.8,539,394,660,"não","não","C"
26,"F","solteiro","pardo","não espondeu",0,NA,569.8,550.5,NA,320,"não sabe","não","E"
22,"M","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","C"
33,"F","NI","branco","não espondeu",0,NA,NA,NA,NA,NA,"não","não","C"
30,"M","NI","negro","não espondeu",0,NA,NA,NA,NA,NA,"sim","sim","G"
19,"M","solteiro","negro","não espondeu",1,422.1,490.5,421.4,421.7,0,"não","não","D"
17,"F","solteiro","branco","não espondeu",0,613.3,673.3,662.2,739.8,840,"não","sim","G"
20,"M","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não sabe","não","B"
18,"M","NI","negro","privada",0,609.5,555.6,562,645.8,740,"não sabe","não","K"
29,"M","NI","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
18,"F","solteiro","branco","pública",0,569.4,584.6,583.7,764.1,780,"não","não","E"
16,"M","solteiro","branco","não espondeu",1,708.7,743.8,635.2,780.2,920,"não","sim","J"
18,"M","solteiro","pardo","privada",0,517.2,564,581.4,683.5,600,"sim","sim","O"
17,"F","solteiro","branco","não espondeu",1,458.6,528.2,539.1,462.6,660,"não","não","E"
22,"M","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","C"
33,"M","solteiro","branco","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
21,"F","solteiro","pardo","não espondeu",1,623.9,625.7,592.6,794.8,940,"não","sim","B"
26,"F","solteiro","branco","não espondeu",1,NA,NA,NA,NA,NA,"não","não","D"
20,"M","solteiro","pardo","não espondeu",0,665.3,619.4,563.9,823,940,"não","não","Q"
21,"M","solteiro","pardo","não espondeu",0,498.9,523.6,548.2,655.7,740,"não","não","F"
17,"F","solteiro","negro","pública",1,479.5,407.8,473.9,391.9,300,"não","não","C"
23,"F","solteiro","pardo","não espondeu",0,443.1,568,572.3,464.1,620,"não","não","D"
22,"F","solteiro","negro","não espondeu",1,506.1,511.2,523.7,557.2,720,"não","não","G"
21,"M","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"sim","sim","C"
22,"M","NI","branco","não espondeu",0,NA,519,460,NA,440,"não","não","C"
17,"F","solteiro","pardo","privada",0,575.9,593.8,597.4,663.9,820,"não sabe","sim","H"
20,"M","solteiro","branco","não espondeu",0,658.7,737,630.9,862.2,940,"sim","sim","O"
19,"F","solteiro","amarelo","privada",1,536.1,580.3,582.6,649.5,720,"sim","não","L"
17,"M","solteiro","pardo","não espondeu",0,NA,557.2,577.7,NA,780,"sim","sim","Q"
22,"M","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"não","sim","G"
17,"M","solteiro","branco","não espondeu",0,514,561.7,593.2,683.9,580,"não","não","E"
19,"M","solteiro","branco","não espondeu",0,607.9,634.7,603.3,501,620,"sim","não","Q"
16,"F","solteiro","pardo","não espondeu",0,NA,664.5,641.4,NA,800,"sim","não","G"
25,"M","solteiro","negro","não espondeu",0,NA,NA,NA,NA,NA,"sim","sim","Q"
17,"F","solteiro","branco","não espondeu",0,561,591.1,567.4,627.9,860,"não","sim","N"
17,"F","solteiro","branco","não espondeu",0,536.9,561.6,563.1,511.6,640,"sim","sim","J"
43,"F","casado","pardo","não espondeu",0,431.6,400.3,532.3,529.2,440,"não","não","C"
19,"F","solteiro","pardo","não espondeu",1,414.4,415.1,465.9,474.1,300,"não","não","C"
18,"M","solteiro","branco","pública",0,594,604.2,605.7,729.9,660,"sim","sim","N"
29,"M","solteiro","ND","não espondeu",1,NA,NA,NA,NA,NA,"não","sim","C"
46,"F","solteiro","branco","não espondeu",0,568.1,517.1,560.1,568.1,520,"não","não","I"
35,"F","NI","pardo","não espondeu",1,667.8,636.3,603.5,832.7,820,"sim","sim","D"
18,"M","solteiro","pardo","pública",0,NA,NA,NA,NA,NA,"não","não","B"
20,"M","solteiro","negro","não espondeu",0,426.3,355.7,504,422.6,560,"não","não","C"
31,"F","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
17,"M","solteiro","pardo","não espondeu",0,544.2,551.5,599,661.2,560,"não","não","D"
30,"M","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","B"
24,"F","solteiro","pardo","não espondeu",1,485.6,518,486.1,392.9,520,"não","sim","H"
18,"F","solteiro","pardo","pública",1,415.5,467.2,550.3,386.7,660,"não","não","C"
20,"F","solteiro","negro","não espondeu",0,NA,NA,NA,NA,NA,"não","não","H"
19,"M","solteiro","pardo","pública",0,487.7,517.7,519.3,530.7,560,"não","não","C"
17,"M","solteiro","negro","pública",0,523.2,576.9,539.4,446.1,600,"não","não","C"
22,"M","solteiro","pardo","não espondeu",0,499.7,504.2,490.5,563,420,"sim","não","F"
21,"F","solteiro","branco","não espondeu",0,687.4,698.7,692.7,787.8,900,"sim","sim","O"
17,"F","solteiro","pardo","não espondeu",0,426.6,511.1,487.1,540.4,560,"não","não","B"
23,"M","solteiro","pardo","não espondeu",0,410.2,406.2,519.7,375.5,600,"não","não","F"
44,"M","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","D"
18,"M","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"sim","sim","Q"
21,"M","solteiro","branco","não espondeu",0,497.8,538.1,528.7,508.3,760,"não","não","C"
19,"F","solteiro","pardo","não espondeu",0,610.2,601,545.2,554.6,780,"não","sim","C"
23,"F","solteiro","branco","não espondeu",1,550.1,448,561.7,585.8,460,"não","sim","G"
18,"M","solteiro","pardo","não espondeu",1,469,547.7,558.4,601.9,560,"não","não","C"
22,"F","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","B"
44,"M","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"não","não","H"
16,"F","solteiro","branco","não espondeu",0,602.7,602.8,606.4,662.6,740,"não","sim","N"
46,"M","solteiro","branco","não espondeu",1,NA,NA,NA,NA,NA,"não","não","J"
19,"M","solteiro","pardo","não espondeu",1,394.8,370.8,524.9,514.1,500,"não","não","H"
17,"F","solteiro","pardo","pública",1,496.7,561.9,550.5,624,600,"não","sim","C"
19,"F","solteiro","branco","pública",0,536.8,554.6,563.1,530.6,600,"sim","não","O"
18,"F","solteiro","branco","privada",0,556.5,654.9,627.2,747.9,980,"não","sim","F"
18,"M","solteiro","branco","não espondeu",0,549.4,561.7,585.5,736.5,320,"não","sim","J"
17,"F","solteiro","branco","privada",1,586,575.3,564.9,522.5,860,"sim","sim","I"
20,"M","solteiro","branco","pública",0,NA,NA,NA,NA,NA,"não","não","D"
23,"F","solteiro","ND","não espondeu",0,389.3,448.3,542.7,502.2,580,"sim","não","D"
17,"F","solteiro","pardo","não espondeu",0,613.1,600.9,580.6,604.8,580,"não","não","G"
40,"F","casado","pardo","não espondeu",1,563.5,594.6,600.9,569.7,520,"não","não","E"
29,"M","solteiro","ND","não espondeu",0,601.9,592.3,564.4,634,580,"não sabe","não sabe","D"
16,"M","solteiro","ND","não espondeu",0,592.1,629.5,622.4,643.4,640,"não","sim","G"
32,"M","NI","branco","não espondeu",1,482.2,441.3,480.1,669.1,620,"não","não","D"
18,"F","solteiro","indigena","não espondeu",0,512.2,526.6,546.6,519.3,660,"não","não","F"
18,"F","solteiro","negro","não espondeu",0,504.5,515.8,554.7,636,620,"não","não","H"
17,"F","solteiro","branco","não espondeu",0,490.9,504.3,552.4,448,620,"não","não","C"
18,"M","solteiro","pardo","pública",0,452,537.7,477.4,436.1,520,"não","não","G"
17,"M","solteiro","branco","pública",0,604.3,627.1,624.9,803.5,620,"sim","não","E"
22,"M","solteiro","pardo","pública",0,426.5,432.8,462.9,416.1,300,"não","não","C"
18,"F","solteiro","ND","não espondeu",0,NA,NA,NA,NA,NA,"sim","sim","M"
18,"F","solteiro","pardo","pública",0,NA,NA,NA,NA,NA,"não","não","C"
17,"M","solteiro","branco","privada",0,597.5,658.5,611.7,654.8,880,"não","não","L"
48,"F","casado","branco","não espondeu",0,387.9,546.2,509.9,591.1,740,"não","não","D"
19,"M","solteiro","negro","pública",0,NA,NA,NA,NA,NA,"não","não","G"
38,"M","casado","pardo","não espondeu",1,537.6,490.9,467.5,468.6,540,"não","não","C"
16,"F","solteiro","pardo","não espondeu",1,618.8,622.1,565.3,561,840,"não","não","F"
20,"M","solteiro","branco","não espondeu",0,593.1,675.2,608.2,847.5,820,"sim","sim","Q"
45,"F","casado","branco","não espondeu",0,494,562.1,544.2,669.7,600,"não","não","I"
30,"F","solteiro","branco","não espondeu",1,430.3,507.8,550,522.1,580,"não","não","G"
25,"F","solteiro","pardo","não espondeu",1,459.2,429.1,556.2,400.7,560,"não","não","G"
24,"M","solteiro","pardo","não espondeu",0,499.5,513.1,468.6,678.1,640,"não sabe","não","C"
19,"F","NI","branco","não espondeu",1,NA,529.7,537.2,NA,660,"não","não","A"
17,"M","solteiro","branco","não espondeu",0,577.7,635.1,627.9,697.5,660,"não","sim","J"
18,"F","solteiro","pardo","não espondeu",0,566.9,532.2,558.4,621.4,720,"sim","não","E"
22,"F","solteiro","negro","não espondeu",1,473.4,500.4,584.9,446.1,620,"não","não","A"
18,"F","solteiro","branco","não espondeu",0,635.1,673.8,643.9,672.6,680,"não","não","G"
21,"M","solteiro","pardo","não espondeu",0,501.1,483.3,485.1,473.2,560,"não","não","D"
16,"F","solteiro","branco","não espondeu",0,523.1,597.9,560.3,457.4,640,"não","não","K"
18,"F","solteiro","branco","pública",0,550.1,487.6,548.9,503.6,600,"não","sim","F"
25,"M","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","B"
32,"F","casado","branco","pública",1,483.9,403.3,495.2,483,520,"não","não","B"
34,"M","solteiro","negro","não espondeu",1,NA,NA,NA,NA,NA,"não","não","G"
28,"F","NI","negro","não espondeu",1,NA,NA,NA,NA,NA,"não","não","D"
17,"F","solteiro","pardo","pública",0,530.6,563.8,545.6,497.3,660,"não","não","G"
16,"F","solteiro","branco","não espondeu",0,535.5,568.2,582.5,545.9,660,"sim","não","Q"
17,"F","solteiro","branco","não espondeu",0,631.9,649.8,623.1,813.8,860,"sim","não","L"
16,"F","solteiro","branco","não espondeu",0,547.2,617.5,571.3,538.4,680,"sim","sim","Q"
23,"M","solteiro","branco","não espondeu",1,565.8,599.5,574.4,721.3,820,"não","não","C"
19,"F","solteiro","amarelo","pública",1,381.6,548.8,547.3,505.3,640,"não","sim","C"
19,"M","solteiro","branco","privada",0,519.9,573.6,566.7,453.7,560,"não","sim","I"
24,"F","solteiro","negro","não espondeu",1,NA,485.2,503.5,NA,460,"não","não","E"
21,"M","solteiro","pardo","não espondeu",0,634.3,627.7,562.4,733.6,880,"sim","sim","M"
17,"M","solteiro","branco","pública",0,422,458.2,385,396,0,"não","não","C"
16,"M","solteiro","branco","não espondeu",0,426.5,534.2,561,406.4,420,"não","não","F"
36,"F","solteiro","branco","não espondeu",1,558.9,546.9,544.7,430.5,620,"não","não","L"
28,"F","solteiro","pardo","não espondeu",1,418.4,535.7,520,484.4,440,"não","não","C"
27,"M","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
44,"F","casado","pardo","pública",0,NA,NA,NA,NA,NA,"não","não","C"
24,"M","solteiro","pardo","não espondeu",0,566.7,613.5,538.1,642.9,700,"não","não","G"
17,"M","solteiro","pardo","não espondeu",0,413.3,430.5,529.1,619.6,560,"não","sim","I"
19,"M","solteiro","pardo","não espondeu",1,515.7,527.8,513.2,614,700,"não","não","C"
43,"M","casado","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","E"
26,"F","casado","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","D"
21,"F","solteiro","pardo","não espondeu",0,556.8,507,552.3,499.3,600,"não","não","C"
18,"F","solteiro","branco","pública",0,583.1,617.4,557.2,519,780,"não","não","D"
18,"M","solteiro","pardo","pública",1,NA,NA,NA,NA,NA,"não","não","G"
17,"M","solteiro","pardo","não espondeu",1,556.8,540.4,553.9,686,680,"não","não","D"
16,"F","solteiro","pardo","não espondeu",0,465,473.6,562.4,568.7,460,"não","não","B"
18,"M","solteiro","branco","pública",0,523.8,579.6,620.9,603.1,720,"sim","não","L"
28,"F","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
16,"F","solteiro","pardo","não espondeu",1,555.3,522.3,553.3,592.9,780,"não","não","N"
22,"M","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","C"
25,"F","solteiro","branco","não espondeu",0,611.8,602.1,586.2,662,600,"não sabe","não","C"
42,"M","casado","negro","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
17,"F","solteiro","pardo","privada",0,560.7,535.5,556,689.3,880,"não","não","D"
52,"M","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","C"
17,"F","solteiro","amarelo","não espondeu",0,532,589.2,538.5,616.5,800,"não sabe","não","C"
28,"F","solteiro","branco","não espondeu",0,544.6,590.2,588,682.9,660,"sim","sim","H"
20,"F","solteiro","negro","não espondeu",1,354.3,483.6,451.6,403.5,460,"não","não","F"
35,"M","casado","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","D"
32,"F","divorciado","negro","não espondeu",1,530.9,532.8,539.2,421.7,520,"não","não","B"
23,"F","solteiro","branco","não espondeu",1,521.7,554,580,609,640,"não","sim","D"
19,"F","solteiro","pardo","pública",0,368.5,411.5,500.3,488.7,480,"não","sim","D"
18,"M","solteiro","branco","pública",0,563.4,599.1,558.1,608.5,760,"não","sim","G"
39,"F","casado","negro","não espondeu",1,372.8,403.3,464.8,461.7,380,"não","não","E"
18,"F","solteiro","branco","privada",0,407,456.4,481.2,451.1,520,"não","não","F"
21,"F","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","B"
26,"F","solteiro","branco","não espondeu",0,682.9,668.4,670.9,665.1,660,"sim","sim","G"
21,"M","solteiro","pardo","não espondeu",1,481,538.5,566.6,638.7,620,"não","não","C"
25,"F","casado","branco","não espondeu",1,NA,NA,NA,NA,NA,"não","sim","B"
17,"M","solteiro","branco","pública",0,397.8,333.6,450.9,503.1,720,"não","não","F"
42,"M","casado","pardo","não espondeu",0,NA,631.2,578.1,NA,560,"não","não","N"
18,"F","solteiro","branco","privada",1,591.4,605.4,605.8,675.4,840,"não","sim","F"
17,"M","solteiro","pardo","pública",0,472.2,584.4,537.2,535.3,560,"não sabe","não","B"
40,"F","casado","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","E"
18,"M","solteiro","branco","não espondeu",0,600.1,625.1,587,686.8,660,"não","sim","I"
18,"F","solteiro","pardo","privada",0,510.4,495.8,511.6,453,520,"não","não","C"
37,"M","casado","pardo","não espondeu",1,461.4,519.2,563.1,537.6,620,"não","não","B"
19,"F","solteiro","pardo","pública",1,NA,NA,NA,NA,NA,"não sabe","não","C"
29,"M","solteiro","branco","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
40,"F","solteiro","pardo","não espondeu",1,414,351.9,477.5,445.5,760,"não","não","D"
20,"F","solteiro","pardo","não espondeu",1,438.5,463.7,386.1,418,420,"não","não","O"
16,"F","solteiro","branco","não espondeu",0,NA,476.1,547.7,NA,660,"sim","sim","J"
17,"M","solteiro","branco","pública",0,568.1,608.5,585.7,724.4,760,"sim","sim","O"
18,"F","solteiro","negro","não espondeu",0,NA,NA,NA,NA,NA,"não","não","B"
21,"F","solteiro","branco","não espondeu",1,444.6,503.9,537.2,443,620,"não","sim","C"
17,"F","solteiro","ND","não espondeu",0,531.6,591.4,598.1,562.3,540,"não","sim","H"
18,"M","solteiro","pardo","pública",0,440.2,504.5,483.3,390.1,480,"não","não","B"
25,"M","solteiro","pardo","não espondeu",1,468.4,545.9,489.1,460.6,300,"não","não","C"
