"idade","sexo","est_civil","raca","escola","lingua_estr","nota_CN","nota_CH","nota_LC","nota_MT","nota_RD","ESC_pai","ESC_mae","renda_fam"
22,"F","solteiro","branco","não espondeu",0,583.4,592.7,596.6,647,880,"sim","não","N"
36,"F","casado","branco","não espondeu",0,NA,NA,NA,NA,NA,"não sabe","não","E"
18,"M","solteiro","negro","pública",0,414.1,415.5,403.9,502.4,300,"não sabe","não sabe","B"
20,"F","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","sim","C"
16,"F","solteiro","pardo","não espondeu",1,382.4,524.5,517.2,459.5,480,"não","não","C"
34,"F","solteiro","pardo","não espondeu",1,567.2,565.2,628.4,579.7,700,"não","não","E"
18,"F","solteiro","branco","não espondeu",0,352.2,495.4,481.7,496.4,600,"não","não","B"
22,"F","solteiro","pardo","não espondeu",1,463.1,540.2,589.5,479.4,520,"não","não","D"
28,"M","casado","pardo","não espondeu",0,430.7,520.3,441,584.8,680,"não sabe","não sabe","C"
18,"F","solteiro","negro","não espondeu",0,624.9,673,650.8,724.2,940,"sim","sim","O"
18,"F","solteiro","negro","pública",0,NA,NA,NA,NA,NA,"não","não","B"
20,"F","solteiro","pardo","não espondeu",1,387.6,418.7,542.3,460.4,520,"não","não","K"
28,"M","solteiro","amarelo","não espondeu",1,389.8,546.6,528.3,564.1,760,"não","não","E"
18,"M","solteiro","pardo","pública",0,469.3,466.7,560.2,461.4,820,"não","não","H"
18,"F","solteiro","negro","pública",0,466.2,457.6,486.3,397,480,"não","não","E"
20,"F","solteiro","branco","não espondeu",1,621.1,589.6,518,593.5,840,"não","não","I"
24,"F","solteiro","ND","não espondeu",1,531.9,432.2,491.6,424.3,400,"não","não","D"
18,"M","solteiro","negro","pública",1,506.1,392.1,538.7,573.7,560,"não","não","D"
18,"F","solteiro","branco","privada",0,516.2,564.1,564.3,660.3,800,"sim","sim","I"
46,"F","solteiro","pardo","não espondeu",1,NA,371.3,396.1,NA,0,"não","não","A"
19,"F","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","B"
21,"M","solteiro","pardo","não espondeu",0,528.6,597.1,597.9,523.7,480,"não","não","C"
21,"M","solteiro","pardo","não espondeu",0,442.8,607.7,569.4,512,640,"sim","não","H"
18,"F","solteiro","pardo","pública",1,459.9,579.5,556.3,490,560,"não","não","C"
16,"F","solteiro","branco","não espondeu",0,477.1,551.3,542.9,560.7,560,"sim","sim","Q"
18,"F","solteiro","pardo","não espondeu",1,355.7,419,377.6,459.1,360,"não","não","B"
19,"F","divorciado","pardo","não espondeu",1,502.4,585.7,455.2,408.3,760,"não","não","D"
20,"M","solteiro","branco","pública",0,428.3,384.7,391.4,495.9,580,"sim","sim","F"
18,"F","solteiro","branco","não espondeu",0,NA,537.7,552.9,NA,680,"não sabe","não","B"
17,"F","solteiro","branco","pública",1,544,653.6,597,601.5,880,"não","não","N"
18,"F","solteiro","branco","não espondeu",0,566.4,582.5,557.2,653.1,760,"não","sim","E"
17,"M","solteiro","pardo","pública",0,424.8,428.2,501.9,505.5,340,"sim","não","C"
16,"F","solteiro","pardo","não espondeu",0,447.9,338.1,540,511.6,680,"não","não","H"
16,"F","solteiro","branco","não espondeu",0,499,553.5,554.6,545.8,680,"não","não","G"
18,"F","solteiro","ND","pública",0,500.2,562.3,586.1,642.5,680,"sim","não","I"
17,"M","solteiro","branco","não espondeu",0,549.7,602.2,632.9,609,720,"sim","não","Q"
46,"F","casado","branco","não espondeu",0,NA,NA,NA,NA,NA,"não","não","B"
21,"F","solteiro","branco","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
20,"M","solteiro","pardo","não espondeu",0,561,622.5,557.9,637.9,820,"não","não","C"
17,"F","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","F"
23,"F","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"sim","sim","L"
48,"M","solteiro","branco","não espondeu",1,605.5,669.5,590,552.2,740,"não","não","D"
34,"M","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","D"
29,"F","solteiro","negro","não espondeu",1,NA,NA,NA,NA,NA,"não","não","E"
18,"F","solteiro","pardo","pública",1,514.6,549.5,524.4,481.7,760,"não","não","A"
25,"M","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"não","sim","Q"
18,"M","solteiro","pardo","pública",0,585.5,605,583.2,605.1,600,"não","não","F"
18,"F","solteiro","amarelo","pública",0,489,496.2,499.3,506.1,540,"não","não","D"
18,"M","solteiro","pardo","pública",1,502.9,469.4,589.5,535.7,560,"não","não","B"
18,"M","solteiro","branco","privada",0,668.7,662.5,636.2,815.7,940,"sim","sim","Q"
21,"F","solteiro","branco","não espondeu",0,513,579.5,586,646.7,660,"não","não","C"
19,"F","solteiro","branco","não espondeu",0,631.2,710.4,627.3,802.2,880,"não","sim","I"
28,"F","solteiro","branco","não espondeu",0,590.3,626.5,588.5,601.7,560,"sim","não","C"
26,"F","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
22,"F","solteiro","branco","não espondeu",1,454.6,552.1,551.1,440.4,580,"não","não","F"
20,"M","solteiro","ND","não espondeu",1,618.8,616.4,588.8,704.1,880,"sim","não","G"
24,"F","solteiro","negro","não espondeu",0,649,617.8,605.9,777.6,960,"sim","não sabe","O"
18,"F","solteiro","pardo","pública",0,599.2,614.5,588,660.1,700,"não","não","C"
18,"M","solteiro","pardo","pública",0,619.8,626.8,643,725.6,680,"não","sim","C"
18,"M","solteiro","pardo","privada",0,566.2,604.3,624.4,728.5,620,"não","não","D"
21,"M","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","B"
19,"M","solteiro","negro","não espondeu",1,473.8,582.7,562.6,715,680,"não","sim","I"
19,"F","solteiro","branco","não espondeu",0,594.9,642.4,627.1,782.3,940,"sim","sim","P"
19,"M","NI","ND","não espondeu",0,554.3,704,581.9,575.1,660,"sim","sim","K"
17,"F","solteiro","pardo","privada",1,508.7,610.6,623.6,745.5,780,"sim","não","N"
17,"M","solteiro","branco","não espondeu",0,511.3,533.5,555.3,682.7,280,"não","não","F"
17,"F","solteiro","pardo","pública",1,493.4,542.7,522.2,463.8,700,"sim","não","C"
34,"M","solteiro","pardo","não espondeu",1,543.5,542,602.9,486.3,580,"não","não","E"
18,"F","solteiro","branco","não espondeu",1,616.6,618.2,605.4,731.4,880,"sim","não","L"
17,"F","solteiro","branco","privada",0,725.3,698.4,657.7,903.9,900,"sim","sim","P"
20,"M","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não sabe","não","C"
17,"M","solteiro","branco","pública",0,465,526.3,562.6,572.1,640,"não sabe","não","I"
22,"M","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
17,"M","solteiro","branco","não espondeu",0,547.6,603.9,580.2,656,900,"sim","sim","H"
18,"F","solteiro","branco","privada",0,573,597.3,610.6,690.4,940,"não","sim","M"
21,"M","solteiro","branco","não espondeu",0,556.1,560.5,586.8,644.3,860,"não","não","G"
17,"M","solteiro","negro","pública",0,585.8,633.4,624.2,780.1,820,"não","não","I"
17,"F","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","sim","G"
51,"F","NI","branco","não espondeu",1,466.6,451.4,504.9,452.3,320,"não","não","C"
17,"F","solteiro","negro","pública",0,417,599.4,565.1,493.5,740,"não","não","E"
22,"F","solteiro","branco","não espondeu",0,512.3,565.2,578.6,440.1,740,"não","não","C"
17,"F","solteiro","branco","privada",0,562.5,611,600.2,734.6,680,"sim","sim","H"
18,"M","solteiro","pardo","não espondeu",1,NA,341,441.1,NA,0,"não","não","E"
22,"F","solteiro","pardo","não espondeu",1,438.4,538.5,565.3,541.9,540,"não","não","C"
17,"F","solteiro","pardo","não espondeu",0,572,606.7,591.5,645.5,740,"não","não","I"
39,"F","NI","negro","não espondeu",1,419.1,354.7,471.9,440.4,240,"não","não","B"
19,"M","solteiro","branco","não espondeu",1,535.7,524.8,552.9,538.4,760,"não sabe","não","F"
18,"F","solteiro","pardo","pública",1,498.1,540.7,592.7,466.6,660,"não","não","C"
23,"F","solteiro","pardo","não espondeu",1,569.4,594.2,526.8,473.1,560,"não sabe","não","F"
19,"F","solteiro","branco","não espondeu",1,559.6,596.1,566.4,514.6,940,"sim","sim","F"
26,"M","NI","amarelo","não espondeu",0,433,502.7,484.7,403.3,480,"não","não","E"
17,"F","solteiro","pardo","pública",0,471.1,545.2,567.5,431.2,660,"não","não","B"
17,"F","solteiro","negro","pública",0,539.4,515.8,494.8,494.3,660,"não","não","G"
19,"M","solteiro","negro","não espondeu",0,436.3,527.6,560.3,549.8,580,"não","sim","E"
17,"F","solteiro","branco","privada",1,540.1,528.2,511,601,720,"não","não","H"
28,"F","solteiro","ND","não espondeu",0,NA,NA,NA,NA,NA,"não","sim","P"
20,"F","solteiro","amarelo","não espondeu",1,NA,NA,NA,NA,NA,"não sabe","não","C"
18,"F","solteiro","pardo","não espondeu",0,531.2,600.9,599.2,508.9,880,"não sabe","não","E"
19,"F","solteiro","branco","pública",0,631.1,696.8,626.1,786.3,820,"sim","sim","Q"
38,"M","casado","branco","não espondeu",1,549,608.4,554.2,576.6,780,"não","não","I"
19,"F","casado","pardo","pública",0,339.7,428.5,396.3,402.3,280,"não","não","B"
18,"F","solteiro","negro","não espondeu",0,540.2,583.7,581.2,577.4,380,"não","não","B"
24,"M","solteiro","branco","não espondeu",1,542.1,613.7,507.9,702,920,"não","não","C"
17,"F","solteiro","negro","pública",0,569.5,593.7,587.8,617.9,580,"não sabe","não","B"
23,"F","solteiro","negro","não espondeu",1,527.8,577.7,619.5,612.7,560,"não sabe","não","D"
17,"M","solteiro","pardo","não espondeu",0,606,667.4,619.6,772.7,800,"sim","sim","G"
19,"F","solteiro","branco","não espondeu",0,495,591.5,524.3,573.9,760,"não sabe","não","A"
16,"M","solteiro","negro","não espondeu",0,454.2,475.4,537.8,531.5,560,"não sabe","não","C"
22,"F","solteiro","pardo","não espondeu",1,372.7,534.1,503.2,533.4,300,"não","não","C"
21,"F","solteiro","branco","não espondeu",0,493.6,541.4,576,497,500,"sim","sim","D"
20,"F","solteiro","pardo","não espondeu",0,604.4,611.3,661.6,698.3,820,"sim","sim","I"
20,"M","solteiro","pardo","não espondeu",0,465.3,542.5,549.4,662.7,800,"não","não","G"
20,"F","solteiro","branco","não espondeu",0,646.6,625.5,609.1,528.4,980,"não","sim","K"
30,"F","casado","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","G"
19,"F","solteiro","negro","pública",1,361.8,506.6,511.9,366.6,420,"não","não","C"
24,"F","solteiro","pardo","não espondeu",1,596.6,643,603.1,640,500,"não","não","E"
24,"F","casado","branco","não espondeu",0,NA,NA,NA,NA,NA,"não sabe","não","B"
19,"F","solteiro","pardo","não espondeu",1,448.7,405.8,341.4,467.8,540,"não sabe","não","E"
18,"F","solteiro","pardo","pública",1,431.2,438,520.2,457.5,400,"não","não","G"
18,"F","solteiro","branco","pública",1,552.3,572.8,546.2,489,560,"não","não","D"
22,"F","solteiro","branco","não espondeu",0,614.5,626.3,582.6,705.8,800,"não","não","G"
18,"F","solteiro","negro","pública",0,NA,478.8,521.8,NA,540,"não sabe","não","C"
25,"F","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
45,"M","divorciado","negro","não espondeu",0,NA,574.4,558.9,NA,680,"não","não","B"
23,"F","solteiro","pardo","não espondeu",0,521.1,607.3,529.6,426,660,"não sabe","não","C"
25,"F","solteiro","branco","não espondeu",0,529.9,544.8,480.3,426,480,"não","não","C"
17,"F","solteiro","negro","não espondeu",1,NA,428.2,538,NA,620,"não sabe","não","G"
26,"M","solteiro","branco","não espondeu",1,361.1,470.7,536.6,405,480,"não","não","C"
18,"F","solteiro","branco","não espondeu",0,623.1,702.2,634.5,710.7,920,"sim","sim","N"
54,"F","divorciado","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","C"
18,"F","solteiro","branco","não espondeu",0,459.3,467.1,532.1,656.7,660,"não sabe","não","B"
20,"F","solteiro","pardo","não espondeu",0,527.5,415.7,557.6,639.6,320,"sim","sim","H"
18,"F","solteiro","branco","não espondeu",0,552.5,595.6,619.7,501.4,800,"não","sim","J"
20,"F","solteiro","pardo","não espondeu",0,611.9,651.7,619.2,690.5,960,"não","não","I"
18,"F","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"não","não","D"
35,"F","casado","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","D"
18,"M","solteiro","pardo","pública",1,487.3,570.5,539,681.3,860,"não","não","F"
18,"F","solteiro","pardo","privada",0,418.3,592.6,543.8,479.8,700,"sim","sim","M"
28,"F","solteiro","negro","não espondeu",1,NA,481,532.1,NA,560,"não","não","E"
17,"F","divorciado","ND","não espondeu",0,646.3,743.7,631.1,812.3,780,"sim","sim","A"
18,"F","solteiro","negro","pública",1,423.2,449.3,479.6,482.4,460,"não","não","E"
22,"F","solteiro","ND","não espondeu",1,361.4,481,457.7,385.2,0,"não","não","C"
31,"F","casado","pardo","não espondeu",1,NA,NA,NA,NA,NA,"sim","não","B"
21,"F","solteiro","pardo","não espondeu",0,553.2,503.7,546,584.6,620,"não","não","I"
20,"F","solteiro","negro","não espondeu",0,NA,NA,NA,NA,NA,"não","não","C"
25,"F","solteiro","negro","não espondeu",1,NA,NA,NA,NA,NA,"não sabe","não","B"
19,"M","solteiro","pardo","não espondeu",0,454.2,553,485.2,566.3,660,"não","não","G"
17,"F","solteiro","branco","não espondeu",0,572.7,571.6,571.1,505.4,640,"sim","não","B"
19,"F","solteiro","branco","não espondeu",1,371.8,491.6,542,413.4,740,"não","não","F"
21,"M","solteiro","pardo","não espondeu",1,565.3,614.2,582,399.2,720,"não","sim","B"
19,"F","solteiro","branco","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
42,"F","casado","branco","não espondeu",0,505,409.2,534.7,463.9,400,"não","não","D"
19,"M","solteiro","branco","não espondeu",0,517.7,502.5,531.9,485.4,500,"sim","não","E"
21,"F","solteiro","pardo","não espondeu",0,444.6,547.9,523.7,402.2,640,"não","não","B"
17,"F","solteiro","pardo","pública",0,536.8,539.8,547.7,407.2,640,"não","não sabe","M"
18,"M","divorciado","pardo","pública",0,471.2,539.6,521.1,589.5,680,"não","não","C"
21,"M","solteiro","branco","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
18,"F","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","E"
20,"M","solteiro","pardo","não espondeu",0,455.7,554.6,571,625.1,660,"não","sim","G"
21,"F","solteiro","pardo","não espondeu",0,NA,421.6,567.8,NA,660,"não","sim","B"
15,"M","solteiro","pardo","não espondeu",0,560.1,636,481.9,544.4,800,"sim","sim","G"
17,"F","solteiro","negro","pública",0,386.7,483.4,433.2,403.4,500,"não","não","C"
18,"F","solteiro","pardo","não espondeu",0,451.7,465.9,569.8,435.5,700,"não","não","G"
26,"F","solteiro","pardo","não espondeu",0,NA,442.4,544.1,NA,0,"não","não","C"
20,"F","solteiro","pardo","não espondeu",1,434.4,328.5,398.2,369.7,320,"não","não","C"
18,"F","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"sim","sim","O"
17,"M","solteiro","branco","pública",0,525.6,542.8,566.1,669.6,720,"não","não","C"
28,"M","solteiro","negro","não espondeu",1,419.7,507.8,553.2,408.5,760,"não","não","F"
16,"M","solteiro","branco","não espondeu",0,NA,381.2,375.8,NA,560,"não sabe","não","H"
18,"M","solteiro","branco","não espondeu",1,613.4,632.5,621.7,757.9,940,"não","não","I"
19,"F","solteiro","pardo","não espondeu",1,493.8,460.3,505.5,493.2,520,"não","não","A"
22,"M","solteiro","pardo","não espondeu",1,428.1,524.2,548.6,421.9,640,"não","não","C"
18,"F","solteiro","pardo","pública",0,512.3,541.9,528.4,544.7,780,"não","não","D"
27,"F","solteiro","negro","não espondeu",1,433.8,384.3,500.5,393.8,540,"não","não","B"
20,"F","solteiro","branco","não espondeu",1,456.1,431.8,551,410.3,540,"não","não","C"
18,"M","solteiro","branco","não espondeu",0,368.1,401.4,472.4,506.7,580,"não","não","F"
19,"M","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","E"
20,"F","solteiro","negro","não espondeu",0,432.2,517.3,578,463,640,"não sabe","não","C"
23,"M","solteiro","branco","não espondeu",0,519.9,612.7,527.6,571.5,540,"não","não","E"
33,"M","NI","pardo","não espondeu",0,503.1,528.1,553,431.2,540,"não","não sabe","B"
18,"F","solteiro","negro","pública",0,NA,NA,NA,NA,NA,"não","não","C"
23,"F","casado","branco","não espondeu",0,NA,521.5,527.4,NA,320,"não sabe","não","C"
19,"F","solteiro","negro","não espondeu",1,NA,NA,NA,NA,NA,"não sabe","não","C"
19,"F","solteiro","branco","não espondeu",1,416.4,443.5,445.1,466.2,520,"não","sim","E"
17,"M","solteiro","negro","pública",0,452.8,477.2,460.8,551.4,520,"não sabe","não","B"
16,"F","solteiro","pardo","não espondeu",0,625.6,628,577.9,712.5,860,"não","não","I"
18,"M","solteiro","pardo","pública",0,418.8,483.8,514.5,522.5,540,"não","não","F"
25,"F","solteiro","pardo","não espondeu",0,505.6,563.6,582.8,545.3,620,"não","não","E"
18,"F","solteiro","pardo","não espondeu",0,516.2,637.8,550.1,615.7,880,"não","não","H"
19,"F","solteiro","pardo","pública",1,NA,NA,NA,NA,NA,"não","não","C"
20,"F","solteiro","branco","não espondeu",1,NA,NA,NA,NA,NA,"não","não","F"
22,"F","solteiro","pardo","não espondeu",0,448.2,546.4,600.2,559,600,"não","não","D"
21,"F","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"sim","sim","J"
21,"F","solteiro","negro","não espondeu",1,NA,NA,NA,NA,NA,"não","não","G"
17,"F","solteiro","negro","pública",0,482.1,465.6,490,481.5,560,"não","não","C"
22,"M","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"sim","não","H"
15,"F","solteiro","pardo","não espondeu",1,445.5,445.4,461.8,472.5,420,"não","não","E"
18,"F","solteiro","pardo","pública",0,575.1,591.8,600.8,642.5,820,"sim","não","I"
23,"F","solteiro","pardo","não espondeu",1,516,573.7,462.6,521.8,820,"sim","não","F"
21,"F","solteiro","branco","não espondeu",0,604.6,637.3,598.5,737.1,920,"sim","sim","G"
21,"M","solteiro","pardo","não espondeu",1,466,551.5,560.6,680.8,480,"não","não","G"
18,"F","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
22,"F","solteiro","negro","não espondeu",0,463.5,491.3,540.2,584.2,620,"não","sim","C"
18,"M","solteiro","branco","pública",0,560.3,578,558.2,632.3,880,"não","sim","G"
27,"F","solteiro","pardo","não espondeu",0,614.2,687.1,705.2,758.1,940,"não","não","G"
18,"M","solteiro","branco","pública",0,416.4,580.1,570.7,374.6,360,"não","sim","H"
26,"F","solteiro","pardo","não espondeu",1,420.7,524,546.2,542.3,560,"não","não","C"
29,"M","solteiro","branco","não espondeu",1,538.1,545.8,595.9,648.7,480,"não","não","C"
18,"M","solteiro","ND","pública",0,662.6,675.1,591,831.1,940,"não","não","G"
18,"F","solteiro","pardo","não espondeu",1,526.9,451.9,554.8,599.5,580,"não","não","F"
20,"F","solteiro","branco","não espondeu",0,546,564.8,571.4,738.2,920,"não","não","E"
44,"M","casado","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","G"
16,"F","solteiro","branco","não espondeu",0,NA,619,605.7,NA,760,"sim","sim","H"
26,"M","solteiro","pardo","não espondeu",0,405.8,449.1,510,609.7,520,"não","não","E"
18,"F","solteiro","pardo","não espondeu",0,544.6,516.5,518.3,376.7,640,"não","sim","B"
20,"F","solteiro","pardo","não espondeu",0,511.7,455.7,528.8,426.1,560,"não","sim","B"
20,"F","solteiro","branco","não espondeu",0,550.9,489.4,530,608.7,480,"não","não","F"
26,"F","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","A"
20,"F","solteiro","amarelo","não espondeu",1,436.2,558.3,530.2,402.8,540,"sim","sim","I"
18,"M","solteiro","branco","pública",0,394.6,358.2,471.3,551.4,460,"não","não","H"
22,"M","solteiro","negro","não espondeu",1,434.8,642.3,583.1,383.1,760,"não","não","D"
18,"F","solteiro","branco","pública",1,NA,NA,NA,NA,NA,"não","sim","E"
22,"M","solteiro","ND","não espondeu",0,445.8,468.6,469,404.7,480,"não","não","D"
18,"F","solteiro","branco","pública",1,NA,NA,NA,NA,NA,"não","não","B"
35,"F","solteiro","ND","não espondeu",0,522.6,630,631.5,698.2,660,"não sabe","sim","G"
19,"M","solteiro","branco","não espondeu",0,607.5,638.6,619,695.7,620,"não","não","D"
23,"F","solteiro","branco","não espondeu",0,467.3,557.6,574.3,519.1,620,"não sabe","não","C"
31,"M","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","D"
24,"F","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","D"
20,"F","solteiro","pardo","não espondeu",0,540.5,575.7,556.7,481.1,580,"não","não","B"
21,"F","solteiro","branco","não espondeu",1,554.3,531.6,554.8,718,780,"não sabe","sim","B"
20,"F","solteiro","pardo","pública",0,419,468.5,527.7,596.6,600,"não","não","E"
22,"F","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não sabe","não","C"
17,"F","solteiro","pardo","pública",1,460.9,444.8,498.4,436.9,620,"não","não","C"
18,"F","solteiro","negro","pública",0,428,495,542,459.4,580,"não","não","E"
48,"F","solteiro","branco","não espondeu",1,NA,NA,NA,NA,NA,"não","sim","M"
18,"F","solteiro","branco","pública",1,NA,NA,NA,NA,NA,"não","não","A"
40,"F","solteiro","pardo","não espondeu",0,486.5,522,512.5,503.7,560,"não","não","G"
24,"F","solteiro","negro","não espondeu",1,485.7,442.5,518.4,442.3,500,"não","não","D"
37,"M","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não sabe","não","E"
21,"F","solteiro","amarelo","não espondeu",0,386.6,482.3,474.5,490.3,600,"não","sim","F"
17,"F","solteiro","negro","pública",0,411.9,517.3,546.1,484.2,580,"não","não","C"
41,"M","solteiro","branco","não espondeu",0,694,660,550.4,884,900,"não","não","J"
20,"F","solteiro","pardo","não espondeu",0,473.3,583.5,593.9,568.3,700,"não","não","F"
35,"M","solteiro","pardo","não espondeu",0,594.1,717.3,633.4,649.3,560,"não","não","F"
46,"F","solteiro","negro","pública",1,NA,NA,NA,NA,NA,"não","não","A"
31,"F","solteiro","pardo","não espondeu",0,673.9,664.4,641.3,612.7,580,"sim","não","E"
26,"F","solteiro","pardo","não espondeu",1,460.6,564.8,513.7,496.2,660,"não","não","C"
17,"M","solteiro","pardo","pública",0,559.4,585.7,596.6,753.1,540,"sim","não","I"
31,"F","solteiro","negro","pública",1,466.4,422.8,499.2,427.9,540,"não","não","B"
17,"M","solteiro","pardo","pública",1,596.6,564.7,507.2,653.3,720,"não","não","C"
62,"F","casado","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","E"
19,"M","solteiro","negro","não espondeu",1,407.1,399.1,480.9,476.6,240,"não","não","C"
17,"F","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"não sabe","não","C"
21,"M","solteiro","negro","não espondeu",1,551.8,558.6,523.9,455.4,760,"não","sim","C"
40,"M","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","C"
17,"F","solteiro","pardo","pública",0,506.9,521.7,564.4,500.7,560,"não","não","B"
20,"F","solteiro","pardo","pública",0,393.6,464.9,542.2,454.7,540,"não","não","B"
33,"M","casado","negro","não espondeu",0,568.5,603.2,576.5,518.8,760,"não","não","C"
19,"F","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","D"
22,"F","solteiro","negro","não espondeu",1,NA,NA,NA,NA,NA,"não","não","A"
17,"F","solteiro","branco","pública",0,485.3,585.1,560.2,555.2,660,"sim","sim","G"
31,"F","solteiro","branco","não espondeu",0,NA,NA,NA,NA,NA,"não","não","B"
20,"F","solteiro","pardo","não espondeu",1,440.8,529.1,521.5,515.9,540,"não","não","C"
26,"M","solteiro","ND","não espondeu",0,NA,NA,NA,NA,NA,"não","não","O"
31,"F","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","D"
18,"M","solteiro","pardo","não espondeu",0,516.5,651.1,604.1,683.3,940,"não","sim","E"
17,"F","solteiro","pardo","pública",0,523.6,563.5,546,507.2,640,"não","não","D"
24,"M","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não sabe","não","B"
18,"F","solteiro","pardo","pública",1,426.2,404.6,521.3,382.5,480,"não sabe","não sabe","B"
19,"M","solteiro","pardo","não espondeu",0,633,639.5,619.3,750.7,840,"não","não","G"
42,"F","solteiro","pardo","não espondeu",1,442,572.1,539.7,380,620,"não","sim","C"
21,"F","solteiro","branco","não espondeu",0,596.6,607.2,609.8,599.2,660,"não sabe","sim","E"
18,"F","solteiro","branco","não espondeu",0,576,569.5,583.5,702,500,"sim","não","I"
18,"F","solteiro","branco","não espondeu",0,558.9,644,639,756,880,"sim","sim","P"
19,"F","solteiro","pardo","pública",0,NA,NA,NA,NA,NA,"não","não","C"
46,"F","casado","branco","não espondeu",0,NA,NA,NA,NA,NA,"não","não","E"
44,"M","casado","branco","não espondeu",1,587,616.3,593.7,729.1,580,"não","não","H"
18,"F","solteiro","pardo","pública",0,484.6,506.1,524.8,502,680,"não sabe","não","B"
18,"M","solteiro","negro","não espondeu",1,356.5,442.9,425.2,414,600,"não","não","C"
26,"F","solteiro","pardo","não espondeu",0,580.2,637.7,587.2,636.4,840,"não","não","G"
19,"F","solteiro","branco","não espondeu",0,479.4,522.5,560.1,476.9,760,"não","não","C"
18,"M","solteiro","pardo","pública",0,455.5,513.3,591.7,620.4,580,"não","não","C"
19,"F","solteiro","pardo","pública",0,NA,NA,NA,NA,NA,"não","não","F"
39,"F","solteiro","branco","não espondeu",1,NA,NA,NA,NA,NA,"não","não","E"
17,"F","solteiro","negro","pública",0,359.8,501.9,549.7,540,580,"não","não","G"
18,"F","solteiro","branco","pública",0,NA,NA,NA,NA,NA,"não","não","E"
19,"M","solteiro","negro","não espondeu",0,585,638,618.6,659.1,880,"não","não","G"
23,"M","solteiro","pardo","não espondeu",1,408.8,389.9,459.8,384.7,640,"não","não","C"
18,"F","solteiro","branco","privada",0,629.3,678.5,619.7,856.5,900,"sim","sim","Q"
29,"M","solteiro","branco","não espondeu",1,577,603,615.4,646.1,620,"não","não","E"
20,"F","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","B"
20,"F","solteiro","branco","não espondeu",0,631.1,707.4,630.7,702.7,840,"não","não","G"
34,"F","casado","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","B"
21,"F","solteiro","pardo","não espondeu",0,402.4,432.8,515.2,611.6,580,"não","não","C"
28,"M","solteiro","negro","não espondeu",0,435.4,428.8,445.6,500.3,400,"não","não","C"
20,"F","solteiro","pardo","não espondeu",0,NA,NA,NA,NA,NA,"não","sim","G"
17,"M","solteiro","branco","pública",0,590.2,623.5,613,763.6,840,"não","não","D"
41,"F","casado","pardo","não espondeu",0,421.9,389.1,414,370.4,560,"não","não","C"
24,"F","solteiro","pardo","não espondeu",1,NA,NA,NA,NA,NA,"não","não","H"
18,"F","solteiro","branco","privada",1,407.4,567.2,521.8,505.4,720,"não","não","F"
17,"M","solteiro","branco","não espondeu",0,541.5,601.4,546.4,548.9,540,"sim","não","H"
29,"F","solteiro","amarelo","não espondeu",0,NA,NA,NA,NA,NA,"não","não","D"
